	#Component	completeness			connectivity			completeness				connectivity				edge Num				oracle	#false negative 				false negative rate			
		dynamic	manual	whole	dynamic	manual	whole	ICCBot	IC3	IC3-dial	Gator	ICCBot	IC3	IC3-dial	Gator	ICCBot	IC3	IC3-dial	Gator	whole	ICCBot	IC3	IC3-dial	Gator	ICCBot	IC3	IC3-dial	Gator
com.remalit.kammelna	9	0.14	0.14	0.14	0.00	0.00	0.00	0.28	0.22	0.22	0.14	0.67	0.22	0.22	0.00	3	1	1	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.roxwin.tweety	33	0.05	0.05	0.05	0.00	0.00	0.00	0.30	0.05	0.05	0.48	1.33	0.00	0.00	1.39	22	0	0	23	0	0	0	0	0	0.00	0.00	0.00	0.00
com.webradiocast.junhsasmfotu	15	0.12	0.12	0.12	0.00	0.00	0.00	0.18	0.12	0.12	0.15	0.40	0.00	0.00	0.13	3	0	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ggs.jungle.animal.hunting	17	0.06	0.06	0.06	0.00	0.00	0.00	0.09	0.12	0.06	0.09	0.12	0.24	0.00	0.24	1	2	0	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.jb.gokeyboard.theme.keyboard.candychocolate	6	0.21	0.21	0.21	0.00	0.00	0.00	0.92	0.54	0.54	0.54	1.67	1.33	1.33	0.67	5	4	4	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.km.cutpasteeasy	20	0.05	0.05	0.05	0.00	0.00	0.00	0.90	0.05	0.54	0.55	3.20	0.00	3.90	1.40	32	0	39	14	0	0	0	0	0	0.00	0.00	0.00	0.00
com.guidebook.apps.ipmahr.android	125	0.02	0.02	0.02	0.00	0.00	0.00	0.31	0.02	0.02	0.33	5.20	0.00	0.00	15.10	325	0	0	944	0	0	0	0	0	0.00	0.00	0.00	0.00
com.glazegalway	293	0.00	0.00	0.00	0.00	0.00	0.00	0.93	0.00	0.00	0.80	11.12	0.00	0.00	9.60	1629	0	0	1406	0	0	0	0	0	0.00	0.00	0.00	0.00
com.tallywithgst.android	26	0.13	0.13	0.13	0.00	0.00	0.00	0.28	0.13	0.13	0.13	1.38	0.00	0.00	0.00	18	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.game.gearpuzzle3d	79	0.05	0.05	0.05	0.00	0.00	0.00	0.14	0.05	0.05	0.12	0.63	0.00	0.00	1.32	25	0	0	52	0	0	0	0	0	0.00	0.00	0.00	0.00
com.stockpro	31	0.05	0.05	0.05	0.00	0.00	0.00	0.40	0.05	0.05	0.69	2.13	0.00	0.00	27.42	33	0	0	425	0	0	0	0	0	0.00	0.00	0.00	0.00
com.scmedia.babycot	2	0.38	0.38	0.38	0.00	0.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1	1	1	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.woxapp.Newsstand.bloggers	40	0.05	0.05	0.05	0.00	0.00	0.00	0.05	0.05	0.05	0.14	0.00	0.00	0.00	1.65	0	0	0	33	0	0	0	0	0	0.00	0.00	0.00	0.00
com.Paperwallnpc.Bikinibottomworld	5	0.15	0.15	0.15	0.00	0.00	0.00	0.15	0.15	0.15	0.15	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.heokjin.handwritenote	9	0.14	0.14	0.14	0.00	0.00	0.00	0.89	0.72	0.72	0.67	3.11	3.78	3.78	2.22	14	17	17	10	0	0	0	0	0	0.00	0.00	0.00	0.00
com.megacatgames.tunzor	6	0.13	0.13	0.13	0.00	0.00	0.00	0.33	0.17	0.17	0.38	0.67	0.33	0.33	0.67	2	1	1	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.khjlab.batterycakewhippedcream	4	0.13	0.13	0.13	0.00	0.00	0.00	0.44	0.31	0.31	0.25	2.00	1.00	1.00	0.50	4	2	2	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.kangfao.thebestwallpapercoffee2020	6	0.13	0.13	0.13	0.00	0.00	0.00	0.29	0.13	0.13	0.29	1.00	0.00	0.00	2.00	3	0	0	6	0	0	0	0	0	0.00	0.00	0.00	0.00
com.simshine.aiot	140	0.01	0.01	0.01	0.00	0.00	0.00	0.17	0.01	0.01	0.01	1.24	0.00	0.00	0.00	87	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.sontung.esven	27	0.05	0.05	0.05	0.00	0.00	0.00	0.91	0.05	0.05	0.34	2.81	0.00	0.00	4.81	38	0	0	65	0	0	0	0	0	0.00	0.00	0.00	0.00
com.townapps.ie.limerick	27	0.04	0.04	0.04	0.00	0.00	0.00	0.81	0.04	0.04	0.04	4.74	0.00	0.00	0.00	64	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.prosperworks.android	39	0.04	0.04	0.04	0.00	0.00	0.00	0.71	0.04	0.04	0.15	4.87	0.00	0.00	0.77	95	0	0	15	0	0	0	0	0	0.00	0.00	0.00	0.00
com.faadooengineers.free_awt	4	0.19	0.19	0.19	0.00	0.00	0.00	1.00	0.50	0.50	0.38	2.00	0.50	0.50	1.00	4	1	1	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.faapps.mashary_alarada	6	0.17	0.17	0.17	0.00	0.00	0.00	0.42	0.42	0.42	0.17	1.33	1.33	1.33	0.00	4	4	4	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.mahabharat.com	9	0.08	0.08	0.08	0.00	0.00	0.00	0.44	0.08	0.33	0.14	0.67	0.00	0.44	0.22	3	0	2	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.maglikds.doshnivrn	15	0.05	0.05	0.05	0.00	0.00	0.00	1.00	1.00	1.00	0.28	4.93	4.93	4.93	4.80	37	37	37	36	0	0	0	0	0	0.00	0.00	0.00	0.00
com.rbsoftware.pfm.personalfinancemanager	9	0.11	0.11	0.11	0.00	0.00	0.00	0.83	0.61	0.11	0.25	2.00	1.33	0.00	0.22	9	6	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.gfstudio.survivalislandfree	2	0.38	0.38	0.38	0.00	0.00	0.00	0.38	0.38	0.38	0.38	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.greensteam	28	0.05	0.05	0.05	0.00	0.00	0.00	0.78	0.05	0.05	0.31	2.79	0.00	0.00	1.07	39	0	0	15	0	0	0	0	0	0.00	0.00	0.00	0.00
com.magzter.fightersonlyenespanol	0	NaN	NaN	NaN	0.00	0.00	0.00	NaN	NaN	NaN	NaN	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.roboeyelabs.applock	8	0.19	0.19	0.19	0.00	0.00	0.00	0.72	0.56	0.56	0.28	2.75	1.00	1.00	1.50	11	4	4	6	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ibrand.couplekisswp	26	0.06	0.06	0.06	0.00	0.00	0.00	0.55	0.06	0.06	0.11	2.38	0.00	0.00	0.31	31	0	0	4	0	0	0	0	0	0.00	0.00	0.00	0.00
com.hejfishnativeapp	3	0.25	0.25	0.25	0.00	0.00	0.00	0.25	0.25	0.25	0.25	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.mobincube.android.sc_JKS6T	15	0.07	0.07	0.07	0.00	0.00	0.00	0.62	0.07	0.22	0.07	4.00	0.00	0.27	0.00	30	0	2	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.sgconsultorit.congresodeguerrero	8	0.13	0.13	0.13	0.00	0.00	0.00	0.28	0.31	0.31	0.13	1.25	1.50	1.50	0.00	5	6	6	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.empireofgames.nicolofr	10	0.10	0.10	0.10	0.00	0.00	0.00	1.00	0.10	0.28	0.28	5.60	0.00	2.80	9.80	28	0	14	49	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ilkerertas.offroad4x4	5	0.15	0.15	0.15	0.00	0.00	0.00	0.40	0.40	0.40	0.15	0.40	0.40	0.40	0.00	1	1	1	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.glazzhousegamez.thelowrider	3	0.25	0.25	0.25	0.00	0.00	0.00	0.33	0.25	0.25	0.25	0.67	0.00	0.00	0.00	1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.qodeSter.global.dsp	25	0.13	0.13	0.13	0.00	0.00	0.00	0.65	0.52	0.13	0.13	2.16	1.68	0.00	0.00	27	21	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.slappslab.flashlightdisco	20	0.04	0.04	0.04	0.00	0.00	0.00	0.68	0.04	0.53	0.21	2.70	0.00	2.30	2.20	27	0	23	22	0	0	0	0	0	0.00	0.00	0.00	0.00
com.popularradiostations.freedancemusic	38	0.04	0.04	0.04	0.00	0.00	0.00	0.49	0.04	0.04	0.18	2.79	0.00	0.00	1.37	53	0	0	26	0	0	0	0	0	0.00	0.00	0.00	0.00
com.hacaller.peruexchange	2	0.38	0.38	0.38	0.00	0.00	0.00	1.00	0.38	0.38	0.38	1.00	0.00	0.00	0.00	1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.einsmer.securityapp_esplugues	5	0.20	0.20	0.20	0.00	0.00	0.00	0.70	0.20	0.20	0.20	1.20	0.00	0.00	0.00	3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.nmdp.webView	16	0.08	0.08	0.08	0.00	0.00	0.00	0.22	0.08	0.08	0.13	0.75	0.00	0.00	0.13	6	0	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.fitnessmobileapps.fitboxing	12	0.08	0.08	0.08	0.00	0.00	0.00	0.63	0.23	0.08	0.13	1.50	0.83	0.00	0.33	9	5	0	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.gigrev.road	30	0.06	0.06	0.06	0.00	0.00	0.00	0.43	0.06	0.06	0.35	7.20	0.00	0.00	17.87	108	0	0	268	0	0	0	0	0	0.00	0.00	0.00	0.00
com.hivetaxi.driver.samruktaldykorgan	31	0.06	0.06	0.06	0.00	0.00	0.00	0.73	0.23	0.06	0.10	4.00	0.58	0.00	0.26	62	9	0	4	0	0	0	0	0	0.00	0.00	0.00	0.00
com.prabhas47007.wfkap	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.plugindigital.chroniricXIX	12	0.13	0.13	0.13	0.00	0.00	0.00	0.19	0.23	0.23	0.13	0.17	0.33	0.33	0.00	1	2	2	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.sarathi.loksabhaelectionpoll	15	0.10	0.10	0.10	0.00	0.00	0.00	0.78	0.10	0.10	0.18	3.07	0.00	0.00	0.13	23	0	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.wZAMChat_9791113	179	0.07	0.07	0.07	0.00	0.00	0.00	0.35	0.07	0.07	0.41	2.40	0.00	0.00	41.61	215	0	0	3724	0	0	0	0	0	0.00	0.00	0.00	0.00
com.embratoria.embraloader	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.zhufu.kidsudoku	4	0.19	0.19	0.19	0.00	0.00	0.00	1.00	1.00	1.00	0.19	1.50	4.50	4.50	0.00	3	9	9	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.webant.orders_1s	5	0.25	0.25	0.25	0.00	0.00	0.00	0.40	0.45	0.25	0.25	0.40	1.60	0.00	0.00	1	4	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.smartengineersinc.japaneselessons	2	0.38	0.38	0.38	0.00	0.00	0.00	0.38	0.38	0.38	0.38	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.magzter.digitalstudio	20	0.08	0.08	0.08	0.00	0.00	0.00	0.86	0.08	0.08	0.19	2.80	0.00	0.00	1.80	28	0	0	18	0	0	0	0	0	0.00	0.00	0.00	0.00
com.itosoftware.tolimatips	11	0.07	0.07	0.07	0.00	0.00	0.00	1.00	0.18	0.30	0.30	3.09	0.73	2.55	2.55	17	4	14	14	0	0	0	0	0	0.00	0.00	0.00	0.00
com.photo.deletedgo.toolsapp.restorefree	9	0.08	0.08	0.08	0.00	0.00	0.00	0.75	0.08	0.72	0.28	2.22	0.00	2.00	2.22	10	0	9	10	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ezhavashaadi.android	150	0.03	0.03	0.03	0.00	0.00	0.00	0.04	0.03	0.03	0.03	0.04	0.00	0.00	0.00	3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.tudelooiberica.android.apps.wappa	23	0.03	0.03	0.03	0.00	0.00	0.00	0.63	0.03	0.03	0.03	2.43	0.00	0.00	0.00	28	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.verdehero.verdehero	31	0.07	0.07	0.07	0.00	0.00	0.00	0.78	0.07	0.07	0.40	3.74	0.00	0.00	2.13	58	0	0	33	0	0	0	0	0	0.00	0.00	0.00	0.00
com.mobtop.android.punjabi	54	0.09	0.09	0.09	0.00	0.00	0.00	0.85	0.09	0.09	0.25	3.37	0.00	0.00	0.93	91	0	0	25	0	0	0	0	0	0.00	0.00	0.00	0.00
com.zetaGames.GravityBallZETA	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.im.fantastic.salestrainingvideos	8	0.09	0.09	0.09	0.00	0.00	0.00	0.09	0.09	0.09	0.09	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ziyone.morningphotoframe	3	0.25	0.25	0.25	0.00	0.00	0.00	0.67	0.67	0.67	0.67	0.67	0.67	0.67	0.67	1	1	1	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.german4you.gswedishgeographyword	10	0.15	0.15	0.15	0.00	0.00	0.00	0.68	0.28	0.28	0.48	2.80	0.40	0.40	0.60	14	2	2	3	0	0	0	0	0	0.00	0.00	0.00	0.00
com.essentl.ICCBoteo.youngliving	14	0.05	0.05	0.05	0.00	0.00	0.00	0.43	0.05	0.05	0.68	1.57	0.00	0.00	11.43	11	0	0	80	0	0	0	0	0	0.00	0.00	0.00	0.00
com.evil.dwarves	6	0.13	0.13	0.13	0.00	0.00	0.00	0.13	0.13	0.13	0.13	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.elib.knimbusapp	23	0.04	0.04	0.04	0.00	0.00	0.00	0.71	0.78	0.04	0.24	3.39	22.87	0.00	1.74	39	263	0	20	0	0	0	0	0	0.00	0.00	0.00	0.00
com.gazzappergames.breakerbricks	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ginortcar.plantas.medicinales.medicina.natural	56	0.04	0.04	0.04	0.00	0.00	0.00	0.21	0.04	0.04	0.58	0.68	0.00	0.00	39.04	19	0	0	1093	0	0	0	0	0	0.00	0.00	0.00	0.00
com.eurisko.consumer	26	0.06	0.06	0.06	0.00	0.00	0.00	0.76	0.82	0.06	0.58	2.38	3.00	0.00	12.00	31	39	0	156	0	0	0	0	0	0.00	0.00	0.00	0.00
com.gronda.app	9	0.14	0.14	0.14	0.00	0.00	0.00	0.31	0.14	0.14	0.22	0.89	0.00	0.00	0.22	4	0	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.victory.game	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.gfau.hea	2	0.13	0.13	0.13	0.00	0.00	0.00	0.13	0.13	0.13	0.13	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.plh.gofastlauncher	15	0.13	0.13	0.13	0.00	0.00	0.00	0.25	0.50	0.50	0.22	0.27	5.20	5.87	0.13	2	39	44	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.greeny.ICCBot_tawaaf	8	0.13	0.13	0.13	0.00	0.00	0.00	0.91	0.28	0.34	0.19	2.00	0.50	1.00	0.50	8	2	4	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.nelson.t9interpretertp	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.lucentGK.Bookenglish	12	0.06	0.06	0.06	0.00	0.00	0.00	0.23	0.06	0.06	0.79	1.17	0.00	0.00	3.00	7	0	0	18	0	0	0	0	0	0.00	0.00	0.00	0.00
com.peafone.mathpuzzle	2	0.38	0.38	0.38	0.00	0.00	0.00	0.38	0.38	0.38	0.38	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.sd.rentpass	0	NaN	NaN	NaN	0.00	0.00	0.00	NaN	NaN	NaN	NaN	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.teamproject.flamingo	16	0.11	0.11	0.11	0.00	0.00	0.00	0.48	0.11	0.11	0.16	2.00	0.00	0.00	0.25	16	0	0	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.stt.android	93	0.03	0.03	0.03	0.00	0.00	0.00	0.21	0.03	0.03	0.35	1.53	0.00	0.00	25.05	71	0	0	1165	0	0	0	0	0	0.00	0.00	0.00	0.00
com.PlaybackInteractive.CurryGoatRevenge	17	0.07	0.07	0.07	0.00	0.00	0.00	0.19	0.19	0.19	0.07	0.35	0.35	0.35	0.00	3	3	3	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ecaptureinc.brs127051	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.multibrains.taxi.passenger.saytaxi	40	0.03	0.03	0.03	0.00	0.00	0.00	0.08	0.03	0.03	0.03	0.25	0.00	0.00	0.00	5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.rajekwesi.lovebird.ngetik.ngekek.offline	15	0.07	0.07	0.07	0.00	0.00	0.00	0.35	0.07	0.07	0.25	2.53	0.00	0.00	1.87	19	0	0	14	0	0	0	0	0	0.00	0.00	0.00	0.00
com.vau.apphunt	33	0.04	0.04	0.04	0.00	0.00	0.00	0.19	0.04	0.04	0.67	0.85	0.00	0.00	35.70	14	0	0	589	0	0	0	0	0	0.00	0.00	0.00	0.00
com.thecommunitycloud.momentum	29	0.03	0.03	0.03	0.00	0.00	0.00	0.37	0.03	0.03	0.18	1.17	0.00	0.00	2.14	17	0	0	31	0	0	0	0	0	0.00	0.00	0.00	0.00
com.superfanu.oilcityhighschooloilers	47	0.02	0.02	0.02	0.00	0.00	0.00	0.74	0.02	0.02	0.18	1.96	0.00	0.00	0.38	46	0	0	9	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ku6.android.microfilm	6	0.17	0.17	0.17	0.00	0.00	0.00	0.79	0.25	0.25	0.29	2.00	1.00	1.00	1.33	6	3	3	4	0	0	0	0	0	0.00	0.00	0.00	0.00
com.YoungTech.AinakWalaJin.AinakWalaJinDrama	3	0.25	0.25	0.25	0.00	0.00	0.00	1.00	1.00	1.00	0.42	1.33	1.33	1.33	0.67	2	2	2	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.englearner.nepalitoenglishspeaking	52	0.04	0.04	0.04	0.00	0.00	0.00	0.52	0.04	0.04	0.62	11.85	0.00	0.00	41.58	308	0	0	1081	0	0	0	0	0	0.00	0.00	0.00	0.00
com.emeye.cardealerpro	118	0.01	0.01	0.01	0.00	0.00	0.00	0.78	0.01	0.01	0.29	4.90	0.00	0.00	10.54	289	0	0	622	0	0	0	0	0	0.00	0.00	0.00	0.00
com.fitnessmobileapps.blissyogaspa	29	0.06	0.06	0.06	0.00	0.00	0.00	0.60	0.06	0.06	0.37	2.83	0.00	0.00	3.10	41	0	0	45	0	0	0	0	0	0.00	0.00	0.00	0.00
com.market.lavkalavka	10	0.15	0.15	0.15	0.00	0.00	0.00	0.60	0.15	0.15	0.30	1.20	0.00	0.00	0.40	6	0	0	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.enterprisemobilityclient.te	7	0.11	0.11	0.11	0.00	0.00	0.00	0.57	0.11	0.11	0.29	0.86	0.00	0.00	0.29	3	0	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.midas.europe	36	0.02	0.02	0.02	0.00	0.00	0.00	0.90	0.51	0.02	0.89	2.83	1.94	0.00	3.56	51	35	0	64	0	0	0	0	0	0.00	0.00	0.00	0.00
com.recisio.kfandroid	5	0.20	0.20	0.20	0.00	0.00	0.00	1.00	0.35	0.20	0.20	2.80	0.40	0.00	0.00	7	1	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.inncwrestling.free	8	0.16	0.16	0.16	0.00	0.00	0.00	0.94	0.47	0.84	0.84	6.50	1.50	5.50	5.50	26	6	22	22	0	0	0	0	0	0.00	0.00	0.00	0.00
com.rais.muslimdiary	26	0.04	0.04	0.04	0.00	0.00	0.00	0.04	0.04	0.04	0.04	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.gamindroid.tractor.rescue.simulator	5	0.15	0.15	0.15	0.00	0.00	0.00	0.15	0.15	0.15	0.15	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.gera.ArtScienceMuseumJigsawPuzzles	34	0.05	0.05	0.05	0.00	0.00	0.00	0.05	0.05	0.05	0.23	0.00	0.00	0.00	1.71	0	0	0	29	0	0	0	0	0	0.00	0.00	0.00	0.00
com.Shekhar.FilDiReciNew	4	0.19	0.19	0.19	0.00	0.00	0.00	0.75	0.75	0.75	0.75	1.00	1.00	1.00	1.00	2	2	2	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.mish.ali.mrma	32	0.02	0.02	0.02	0.00	0.00	0.00	1.00	1.00	0.02	1.00	1.94	1.94	0.00	1.94	31	31	0	31	0	0	0	0	0	0.00	0.00	0.00	0.00
com.jb.gokeyboard.theme.supercolor.themes.viking	9	0.14	0.14	0.14	0.00	0.00	0.00	0.81	0.31	0.14	0.22	2.44	0.89	0.00	0.44	11	4	0	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.laithnayefappz.qallaeed	3	0.25	0.25	0.25	0.00	0.00	0.00	0.67	0.25	0.25	0.42	0.67	0.00	0.00	0.67	1	0	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.jobs.ksa	47	0.05	0.05	0.05	0.00	0.00	0.00	0.30	0.05	0.05	0.19	1.40	0.00	0.00	0.89	33	0	0	21	0	0	0	0	0	0.00	0.00	0.00	0.00
com.shirajammunira.hajj	92	0.01	0.01	0.01	0.00	0.00	0.00	1.00	0.01	0.01	1.00	1.98	0.00	0.00	1.98	91	0	0	91	0	0	0	0	0	0.00	0.00	0.00	0.00
com.jase.kr.web	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.hentica.app.listening.cet4	0	NaN	NaN	NaN	0.00	0.00	0.00	NaN	NaN	NaN	NaN	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.sendgroupsms.SorryCardsGreetings	18	0.04	0.04	0.04	0.00	0.00	0.00	0.94	0.04	0.04	0.94	3.22	0.00	0.00	3.00	29	0	0	27	0	0	0	0	0	0.00	0.00	0.00	0.00
com.paptap.pt329567	35	0.06	0.06	0.06	0.00	0.00	0.00	0.43	0.14	0.14	0.06	2.34	0.29	0.29	0.00	41	5	5	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.titan.jigsawfree	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.rvappstudios.ice.cream.paradise.match3	31	0.06	0.06	0.06	0.00	0.00	0.00	0.21	0.06	0.06	0.15	1.16	0.00	0.00	0.71	18	0	0	11	0	0	0	0	0	0.00	0.00	0.00	0.00
com.masociete.planningaerofutur	8	0.09	0.09	0.09	0.00	0.00	0.00	0.09	0.09	0.09	0.13	0.25	0.00	0.00	1.75	1	0	0	7	0	0	0	0	0	0.00	0.00	0.00	0.00
com.lax.vj	8	0.09	0.09	0.09	0.00	0.00	0.00	0.75	0.50	0.50	0.28	1.25	0.75	0.75	1.75	5	3	3	7	0	0	0	0	0	0.00	0.00	0.00	0.00
com.netdania	35	0.03	0.03	0.03	0.00	0.00	0.00	0.46	0.03	0.03	0.26	4.86	0.00	0.00	58.51	85	0	0	1024	0	0	0	0	0	0.00	0.00	0.00	0.00
com.visualhdstudio.autoload	9	0.11	0.11	0.11	0.00	0.00	0.00	0.92	0.31	0.11	0.31	3.56	5.33	0.00	2.67	16	24	0	12	0	0	0	0	0	0.00	0.00	0.00	0.00
com.kaalikiteeggi.three_of_spades	19	0.07	0.07	0.07	0.00	0.00	0.00	0.57	0.07	0.07	0.28	2.11	0.00	0.00	2.11	20	0	0	20	0	0	0	0	0	0.00	0.00	0.00	0.00
com.mojopizza	105	0.03	0.03	0.03	0.00	0.00	0.00	0.55	0.03	0.03	0.03	3.64	0.00	0.00	0.00	191	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.fun.tigerlivewallpaper	13	0.17	0.17	0.17	0.00	0.00	0.00	0.42	0.37	0.37	0.29	1.23	0.77	0.77	0.31	8	5	5	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.freecellsolitaire.slots	26	0.05	0.05	0.05	0.00	0.00	0.00	0.10	0.07	0.05	0.09	0.31	0.08	0.00	0.31	4	1	0	4	0	0	0	0	0	0.00	0.00	0.00	0.00
com.nahid.alachirgun	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.innoshop.amakshop	39	0.06	0.06	0.06	0.00	0.00	0.00	0.31	0.06	0.06	0.13	1.38	0.00	0.00	0.31	27	0	0	6	0	0	0	0	0	0.00	0.00	0.00	0.00
com.piki.reference.book.horsesen	6	0.13	0.13	0.13	0.00	0.00	0.00	0.50	0.13	0.13	0.13	2.67	0.00	0.00	0.00	8	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.snow.heavyexcavator.machine.simulator	2	0.38	0.38	0.38	0.00	0.00	0.00	0.38	0.38	0.38	0.38	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.sunardi.caraccidentlawyer	2	0.50	0.50	0.50	0.00	0.00	0.00	0.75	0.75	0.75	0.75	1.00	1.00	1.00	1.00	1	1	1	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.Latum.Cubrik	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
