	#Component	completeness			connectivity			completeness				connectivity				edge Num				oracle	#false negative 				false negative rate			
		dynamic	manual	whole	dynamic	manual	whole	ICCBot	IC3	IC3-dial	Gator	ICCBot	IC3	IC3-dial	Gator	ICCBot	IC3	IC3-dial	Gator	whole	ICCBot	IC3	IC3-dial	Gator	ICCBot	IC3	IC3-dial	Gator
com.KayTxApps.SlimeBlockRobotsMCPE	2	0.50	0.50	0.50	0.00	0.00	0.00	0.50	0.50	0.50	0.50	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.languagedrops.drops.learn.learning.speak.language.hindi.devanagari.words	31	0.08	0.08	0.08	0.00	0.00	0.00	0.28	0.08	0.08	0.14	1.55	0.00	0.00	0.71	24	0	0	11	0	0	0	0	0	0.00	0.00	0.00	0.00
com.DiegoDelaVega.VirusSlayer	6	0.13	0.13	0.13	0.00	0.00	0.00	0.13	0.13	0.13	0.13	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ViolinTuner.Think	2	0.38	0.38	0.38	0.00	0.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	2.00	1.00	1	1	2	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.hbg.Preschoolkids.seafirstwords	7	0.14	0.14	0.14	0.00	0.00	0.00	0.61	0.14	0.14	0.14	1.43	0.00	0.00	0.00	5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.gmidgeleyjja.cltfm	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.vzcreations.lightignite	19	0.09	0.09	0.09	0.00	0.00	0.00	0.21	0.09	0.09	0.12	0.84	0.00	0.00	0.11	8	0	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.superherowallpaper.ridhoapp	25	0.06	0.06	0.06	0.00	0.00	0.00	0.62	0.06	0.06	0.13	2.32	0.00	0.00	0.96	29	0	0	12	0	0	0	0	0	0.00	0.00	0.00	0.00
com.mb.android	12	0.15	0.15	0.15	0.00	0.00	0.00	0.75	0.29	0.15	0.19	3.00	1.50	0.00	0.17	18	9	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.gau.go.launcherex.theme.com.LEVEL.ONE	6	0.25	0.25	0.25	0.00	0.00	0.00	0.71	0.71	0.71	0.50	1.67	1.67	1.67	0.67	5	5	5	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.kidsfruitlearning	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.rjd.sipplanner	13	0.06	0.06	0.06	0.00	0.00	0.00	0.69	0.69	0.69	0.19	1.23	2.46	2.46	0.92	8	16	16	6	0	0	0	0	0	0.00	0.00	0.00	0.00
com.mobify.timesmusic.bollywood_hit_songs_hit_songs	18	0.13	0.13	0.13	0.00	0.00	0.00	0.86	0.43	0.13	0.28	3.78	2.78	0.00	1.11	34	25	0	10	0	0	0	0	0	0.00	0.00	0.00	0.00
com.hellohealthy.SonomaHillApartments	7	0.21	0.21	0.21	0.00	0.00	0.00	0.21	0.29	0.29	0.21	0.00	1.14	1.14	0.00	0	4	4	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.EUROTRADE.magazine.APRIL2012	3	0.42	0.42	0.42	0.00	0.00	0.00	1.00	1.00	1.00	1.00	1.33	4.00	4.00	1.33	2	6	6	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.gwings.se40	13	0.15	0.15	0.15	0.00	0.00	0.00	0.52	0.63	0.63	0.23	1.69	2.31	2.31	0.46	11	15	15	3	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ubik.mobileapp	5	0.30	0.30	0.30	0.00	0.00	0.00	0.45	0.45	0.45	0.45	0.40	0.40	0.40	0.40	1	1	1	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.hadihashem.DailyPrayerTime	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.zerista.mineentra	36	0.08	0.08	0.08	0.00	0.00	0.00	0.40	0.56	0.08	0.41	4.22	18.94	0.00	11.06	76	341	0	199	0	0	0	0	0	0.00	0.00	0.00	0.00
com.stations.radioAlbania	41	0.06	0.06	0.06	0.00	0.00	0.00	0.35	0.07	0.06	0.25	1.71	0.05	0.00	3.95	35	1	0	81	0	0	0	0	0	0.00	0.00	0.00	0.00
com.subsplash.thechurchapp.gracefellowship	39	0.06	0.06	0.06	0.00	0.00	0.00	0.40	0.06	0.06	0.28	4.31	0.00	0.00	2.31	84	0	0	45	0	0	0	0	0	0.00	0.00	0.00	0.00
com.hardboxplay.spacer	7	0.14	0.14	0.14	0.00	0.00	0.00	0.14	0.14	0.14	0.14	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.hb9d07d7bde2.www	17	0.15	0.15	0.15	0.00	0.00	0.00	0.28	0.15	0.15	0.15	0.47	0.00	0.00	0.00	4	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.smash.superr.bros.world	32	0.05	0.05	0.05	0.00	0.00	0.00	0.15	0.05	0.05	0.13	0.88	0.00	0.00	0.56	14	0	0	9	0	0	0	0	0	0.00	0.00	0.00	0.00
com.nuance.nmdp	73	0.03	0.03	0.03	0.00	0.00	0.00	0.84	0.03	0.03	0.38	7.26	0.00	0.00	10.82	265	0	0	395	0	0	0	0	0	0.00	0.00	0.00	0.00
com.TNL.antwork	52	0.05	0.05	0.05	0.00	0.00	0.00	0.44	0.09	0.05	0.25	2.19	0.15	0.00	2.88	57	4	0	75	0	0	0	0	0	0.00	0.00	0.00	0.00
com.BigBawb.coin	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.wemakestuff.redditinpictures	7	0.11	0.11	0.11	0.00	0.00	0.00	0.43	0.18	0.18	0.11	1.43	0.29	0.29	0.00	5	1	1	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.vladivostok.BoliviaJigsawPuzzles	74	0.04	0.04	0.04	0.00	0.00	0.00	0.27	0.04	0.04	0.27	2.05	0.00	0.00	4.30	76	0	0	159	0	0	0	0	0	0.00	0.00	0.00	0.00
com.vivacash.sadad	37	0.03	0.03	0.03	0.00	0.00	0.00	0.30	0.03	0.03	0.25	4.22	0.00	0.00	3.95	78	0	0	73	0	0	0	0	0	0.00	0.00	0.00	0.00
com.wRadioRapMalien	17	0.10	0.10	0.10	0.00	0.00	0.00	0.10	0.25	0.24	0.10	0.00	0.82	0.47	0.00	0	7	4	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.toguna.app	44	0.04	0.04	0.04	0.00	0.00	0.00	0.60	0.04	0.04	0.14	4.77	0.00	0.00	1.23	105	0	0	27	0	0	0	0	0	0.00	0.00	0.00	0.00
com.XRHealth.VRPortalControl	2	0.38	0.38	0.38	0.00	0.00	0.00	0.38	0.38	0.38	0.38	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.jasonapp.smoothradiolive1022fmukradiosmoothfmapp	18	0.08	0.08	0.08	0.00	0.00	0.00	0.82	0.08	0.08	0.37	2.56	0.00	0.00	0.56	23	0	0	5	0	0	0	0	0	0.00	0.00	0.00	0.00
com.mangoappst.zebralivewallpaper	32	0.08	0.08	0.08	0.00	0.00	0.00	0.27	0.41	0.08	0.14	1.00	2.38	0.00	0.19	16	38	0	3	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ekcsoft.japaneseconversations	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.relax.antistressmusic	3	0.25	0.25	0.25	0.00	0.00	0.00	0.42	0.42	0.42	0.25	1.33	1.33	1.33	0.00	2	2	2	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.lonk.whitneyhoustonsong	5	0.15	0.15	0.15	0.00	0.00	0.00	1.00	1.00	1.00	1.00	1.60	2.00	2.00	1.60	4	5	5	4	0	0	0	0	0	0.00	0.00	0.00	0.00
com.smaks.cheackapp.apk.pomegranate	9	0.17	0.17	0.17	0.00	0.00	0.00	0.58	0.58	0.58	0.17	1.78	1.78	1.78	0.00	8	8	8	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.triactivemedia.rugbyleagueworld	32	0.06	0.06	0.06	0.00	0.00	0.00	0.61	0.06	0.06	0.38	3.69	0.00	0.00	2.69	59	0	0	43	0	0	0	0	0	0.00	0.00	0.00	0.00
com.sleb.DortmundLiederBvB	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.heptasolutions.tictactoe	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.owustay.followersinsight	28	0.05	0.05	0.05	0.00	0.00	0.00	0.35	0.05	0.05	0.21	2.29	0.00	0.00	1.43	32	0	0	20	0	0	0	0	0	0.00	0.00	0.00	0.00
com.etop.bvf	12	0.06	0.06	0.06	0.00	0.00	0.00	0.83	0.79	0.06	0.23	2.00	13.33	0.00	6.17	12	80	0	37	0	0	0	0	0	0.00	0.00	0.00	0.00
com.midnight.femalebodyguide	5	0.15	0.15	0.15	0.00	0.00	0.00	0.40	0.40	0.40	0.35	1.60	1.60	1.60	0.80	4	4	4	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.TOP_App	10	0.08	0.08	0.08	0.00	0.00	0.00	0.83	0.83	0.83	0.25	2.60	2.60	2.60	2.20	13	13	13	11	0	0	0	0	0	0.00	0.00	0.00	0.00
com.publish88.bbmundo	9	0.11	0.11	0.11	0.00	0.00	0.00	0.19	0.19	0.19	0.11	0.22	0.22	0.22	0.00	1	1	1	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.momequlop.uangkretea	10	0.10	0.10	0.10	0.00	0.00	0.00	0.32	0.22	0.22	0.10	1.00	0.40	0.20	0.00	5	2	1	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ipomo.sfgc	82	0.02	0.02	0.02	0.00	0.00	0.00	0.02	0.02	0.02	0.02	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.rb.rocketbook	24	0.08	0.08	0.08	0.00	0.00	0.00	0.63	0.08	0.08	0.46	2.50	0.00	0.00	7.92	30	0	0	95	0	0	0	0	0	0.00	0.00	0.00	0.00
com.roboxy.leavesanalogclocklivewallpaper	11	0.09	0.09	0.09	0.00	0.00	0.00	0.89	0.89	0.89	0.36	2.18	2.18	2.18	1.45	12	12	12	8	0	0	0	0	0	0.00	0.00	0.00	0.00
com.suvorov.da_en	3	0.25	0.25	0.25	0.00	0.00	0.00	1.00	0.25	0.25	0.25	2.67	0.00	0.00	0.00	4	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.gootax.estaxi	53	0.05	0.05	0.05	0.00	0.00	0.00	0.65	0.05	0.05	0.17	3.17	0.00	0.00	0.91	84	0	0	24	0	0	0	0	0	0.00	0.00	0.00	0.00
com.zerista.mapic	33	0.09	0.09	0.09	0.00	0.00	0.00	0.43	0.37	0.09	0.29	3.27	7.15	0.00	1.64	54	118	0	27	0	0	0	0	0	0.00	0.00	0.00	0.00
com.wedbox.planning	13	0.13	0.13	0.13	0.00	0.00	0.00	0.37	0.13	0.13	0.27	0.77	0.00	0.00	0.31	5	0	0	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.vestel.mobileassistant	9	0.08	0.08	0.08	0.00	0.00	0.00	0.47	0.08	0.08	0.22	1.33	0.00	0.00	0.22	6	0	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.musicplayer.mp3player.media.musicplayer2020	53	0.03	0.03	0.03	0.00	0.00	0.00	0.56	0.03	0.03	0.33	2.45	0.00	0.00	1.40	65	0	0	37	0	0	0	0	0	0.00	0.00	0.00	0.00
com.nafham.education	26	0.07	0.07	0.07	0.00	0.00	0.00	0.53	0.38	0.07	0.29	2.46	0.85	0.00	0.62	32	11	0	8	0	0	0	0	0	0.00	0.00	0.00	0.00
com.sanganhurip.pantununtukguruterbaru	22	0.06	0.06	0.06	0.00	0.00	0.00	0.33	0.15	0.06	0.06	2.00	0.91	0.00	0.00	22	10	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.woonivers.app	17	0.10	0.10	0.10	0.00	0.00	0.00	0.32	0.10	0.10	0.10	1.18	0.00	0.00	0.00	10	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.nttsolmare.game.android.biref	20	0.10	0.10	0.10	0.00	0.00	0.00	0.40	0.34	0.10	0.18	1.80	2.30	0.00	1.10	18	23	0	11	0	0	0	0	0	0.00	0.00	0.00	0.00
com.shvagerfm.bestronger	7	0.18	0.18	0.18	0.00	0.00	0.00	0.29	0.18	0.18	0.18	0.57	0.00	0.00	0.00	2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.phantm.phantmapp	37	0.07	0.07	0.07	0.00	0.00	0.00	0.31	0.07	0.07	0.19	1.46	0.00	0.00	1.14	27	0	0	21	0	0	0	0	0	0.00	0.00	0.00	0.00
com.wifilink.android	22	0.09	0.09	0.09	0.00	0.00	0.00	0.70	0.09	0.09	0.19	2.27	0.00	0.00	1.73	25	0	0	19	0	0	0	0	0	0.00	0.00	0.00	0.00
com.saICCBototech.helixhillsexecutor	12	0.13	0.13	0.13	0.00	0.00	0.00	0.73	0.13	0.13	0.21	2.83	0.00	0.00	0.83	17	0	0	5	0	0	0	0	0	0.00	0.00	0.00	0.00
com.properbuildservices.bks	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.gtp.nextlauncher.theme.colorshow	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.PianoTileGames.BTS	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ip.clearclaim	41	0.02	0.02	0.02	0.00	0.00	0.00	0.67	0.08	0.21	0.18	1.80	0.29	1.32	1.17	37	6	27	24	0	0	0	0	0	0.00	0.00	0.00	0.00
com.languagedrops.drops.learn.learning.speak.language.norwegian.words	31	0.08	0.08	0.08	0.00	0.00	0.00	0.28	0.08	0.08	0.14	1.55	0.00	0.00	0.71	24	0	0	11	0	0	0	0	0	0.00	0.00	0.00	0.00
com.emmanuelcadet.photo_sequence	3	0.25	0.25	0.25	0.00	0.00	0.00	0.25	0.33	0.25	0.25	0.00	0.67	0.00	0.00	0	1	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.gas.mobile	10	0.13	0.13	0.13	0.00	0.00	0.00	0.30	0.13	0.13	0.18	0.80	0.00	0.00	0.20	4	0	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.poittmail	13	0.06	0.06	0.06	0.00	0.00	0.00	0.92	0.92	0.92	0.06	2.77	2.62	2.62	0.00	18	17	17	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.mobileinventor.allaroundgymnasticsacadeICCBot	22	0.10	0.10	0.10	0.00	0.00	0.00	0.26	0.10	0.10	0.10	1.45	0.00	0.00	0.00	16	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.hgamesart.hurricanehero	10	0.08	0.08	0.08	0.00	0.00	0.00	0.15	0.10	0.10	0.18	0.60	0.20	0.20	0.60	3	1	1	3	0	0	0	0	0	0.00	0.00	0.00	0.00
com.whimmusic2018.android	12	0.13	0.13	0.13	0.00	0.00	0.00	0.13	0.13	0.13	0.13	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.englishwordlearning.dehu	5	0.25	0.25	0.25	0.00	0.00	0.00	0.60	0.25	0.25	0.50	2.00	0.00	0.00	0.40	5	0	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.tsg.bs2016	3	0.25	0.25	0.25	0.00	0.00	0.00	0.67	0.67	0.67	0.25	0.67	0.67	0.67	0.00	1	1	1	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.trabalho.topicos	10	0.08	0.08	0.08	0.00	0.00	0.00	1.00	1.00	1.00	0.48	1.80	7.80	1.80	1.60	9	39	9	8	0	0	0	0	0	0.00	0.00	0.00	0.00
com.johntibell.chucksmithsermons	20	0.09	0.09	0.09	0.00	0.00	0.00	0.29	0.13	0.13	0.22	0.70	0.10	0.10	0.40	7	1	1	4	0	0	0	0	0	0.00	0.00	0.00	0.00
com.omegavpn.securevpn	17	0.13	0.13	0.13	0.00	0.00	0.00	0.41	0.13	0.13	0.13	1.65	0.00	0.00	0.00	14	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.yocesaryoradiohaiti.radiokiskeya885fmonlineradioapp.kiskeyafmradio	18	0.08	0.08	0.08	0.00	0.00	0.00	0.82	0.08	0.08	0.37	2.56	0.00	0.00	0.56	23	0	0	5	0	0	0	0	0	0.00	0.00	0.00	0.00
com.BurningDaylight.SeaTreasures	5	0.20	0.20	0.20	0.00	0.00	0.00	0.20	0.20	0.20	0.20	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.tapsarena.wordgame	19	0.05	0.05	0.05	0.00	0.00	0.00	0.58	0.05	0.05	0.38	2.74	0.00	0.00	2.84	26	0	0	27	0	0	0	0	0	0.00	0.00	0.00	0.00
com.sheypoor.mobile	24	0.11	0.11	0.11	0.00	0.00	0.00	0.73	0.11	0.11	0.29	2.67	0.00	0.00	4.92	32	0	0	59	0	0	0	0	0	0.00	0.00	0.00	0.00
com.vsquare.hsd	10	0.13	0.13	0.13	0.00	0.00	0.00	0.55	0.45	0.45	0.13	1.40	1.20	1.20	0.00	7	6	6	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.gurutheapp	20	0.10	0.10	0.10	0.00	0.00	0.00	0.36	0.10	0.10	0.14	2.20	0.00	0.00	0.10	22	0	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.mishree.app.easy.nail.design.free	9	0.08	0.08	0.08	0.00	0.00	0.00	0.56	0.08	0.08	0.39	0.89	0.00	0.00	1.56	4	0	0	7	0	0	0	0	0	0.00	0.00	0.00	0.00
com.moonlight.tictactoe	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.greenteagames.ponyracing3d	6	0.17	0.17	0.17	0.00	0.00	0.00	0.17	0.17	0.17	0.17	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.OfficialAppsDev.RevivaleTVid	6	0.13	0.13	0.13	0.00	0.00	0.00	0.13	0.13	0.13	0.13	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.qdwrysoft.solidcolors_pro	6	0.17	0.17	0.17	0.00	0.00	0.00	0.67	0.54	0.17	0.67	2.67	2.00	0.00	1.67	8	6	0	5	0	0	0	0	0	0.00	0.00	0.00	0.00
com.farmax.farmax	10	0.10	0.10	0.10	0.00	0.00	0.00	0.20	0.10	0.10	0.15	0.80	0.00	0.00	0.20	4	0	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.gm.decolar	250	0.04	0.04	0.04	0.00	0.00	0.00	0.27	0.04	0.04	0.82	2.45	0.00	0.00	301.00	306	0	0	37625	0	0	0	0	0	0.00	0.00	0.00	0.00
com.mindgame.cloth.patterns.app03	9	0.14	0.14	0.14	0.00	0.00	0.00	0.78	0.42	0.67	0.67	2.00	1.11	1.56	2.00	9	5	7	9	0	0	0	0	0	0.00	0.00	0.00	0.00
com.persian.news	24	0.06	0.06	0.06	0.00	0.00	0.00	0.32	0.06	0.06	0.14	1.83	0.00	0.00	0.33	22	0	0	4	0	0	0	0	0	0.00	0.00	0.00	0.00
com.tekciz.idol2012	11	0.07	0.07	0.07	0.00	0.00	0.00	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	1	1	1	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.JeLocalisetrackerApp.view	15	0.07	0.07	0.07	0.00	0.00	0.00	0.97	0.45	0.07	0.07	3.87	1.73	0.00	0.00	29	13	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.rubiyemstudio.twtw.lvctrajsty.music.lyrics	51	0.04	0.04	0.04	0.00	0.00	0.00	0.33	0.04	0.04	0.43	6.75	0.00	0.00	9.18	172	0	0	234	0	0	0	0	0	0.00	0.00	0.00	0.00
com.mvl.CasinoArizona	0	NaN	NaN	NaN	0.00	0.00	0.00	NaN	NaN	NaN	NaN	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ssca.voice.changer.editor.audio.voiceeffect	5	0.15	0.15	0.15	0.00	0.00	0.00	0.80	0.15	0.15	0.50	1.20	0.00	0.00	1.60	3	0	0	4	0	0	0	0	0	0.00	0.00	0.00	0.00
com.tailoredapps	33	0.03	0.03	0.03	0.00	0.00	0.00	0.07	0.03	0.03	0.67	0.18	0.00	0.00	30.30	3	0	0	500	0	0	0	0	0	0.00	0.00	0.00	0.00
com.tamco.livingrooms	3	0.25	0.25	0.25	0.00	0.00	0.00	1.00	0.42	1.00	1.00	1.33	0.67	1.33	1.33	2	1	2	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.mediaworld.vietnamnewspapers	3	0.25	0.25	0.25	0.00	0.00	0.00	1.00	1.00	1.00	1.00	4.67	4.67	4.67	4.67	7	7	7	7	0	0	0	0	0	0.00	0.00	0.00	0.00
com.kunyoong.esob	2	0.38	0.38	0.38	0.00	0.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1	1	1	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.oef.English.two	3	0.33	0.33	0.33	0.00	0.00	0.00	0.42	0.33	0.33	0.33	0.67	0.00	0.00	0.00	1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.talentle.talent	34	0.05	0.05	0.05	0.00	0.00	0.00	0.78	0.72	0.05	0.24	10.35	17.24	0.00	11.18	176	293	0	190	0	0	0	0	0	0.00	0.00	0.00	0.00
com.link_youtube	3	0.25	0.25	0.25	0.00	0.00	0.00	1.00	1.00	1.00	0.67	1.33	2.67	1.33	0.67	2	4	2	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ICCBotkeyboard.ICCBotphotokeyboard.icelandickeyboard	34	0.06	0.06	0.06	0.00	0.00	0.00	0.49	0.47	0.06	0.29	2.53	4.59	0.00	1.00	43	78	0	17	0	0	0	0	0	0.00	0.00	0.00	0.00
com.safetravels.safetravelsmain	49	0.04	0.04	0.04	0.00	0.00	0.00	0.55	0.12	0.04	0.12	12.33	0.24	0.00	0.16	302	6	0	4	0	0	0	0	0	0.00	0.00	0.00	0.00
com.npes87184.s2tdroid	3	0.25	0.25	0.25	0.00	0.00	0.00	1.00	0.25	0.33	0.25	2.00	0.00	0.67	0.00	3	0	1	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.toridev.obatkolesterolalami	7	0.14	0.14	0.14	0.00	0.00	0.00	0.36	0.29	0.14	0.14	0.57	1.43	0.00	0.00	2	5	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ojapps.downpro	9	0.14	0.14	0.14	0.00	0.00	0.00	0.92	0.14	0.14	0.83	2.22	0.00	0.00	10.67	10	0	0	48	0	0	0	0	0	0.00	0.00	0.00	0.00
com.unicaa	85	0.03	0.03	0.03	0.00	0.00	0.00	0.57	0.03	0.03	0.14	2.40	0.00	0.00	1.06	102	0	0	45	0	0	0	0	0	0.00	0.00	0.00	0.00
com.minhaparoquia.santguadalupe	80	0.03	0.03	0.03	0.00	0.00	0.00	0.80	0.03	0.03	0.21	43.25	0.00	0.00	71.55	1730	0	0	2862	0	0	0	0	0	0.00	0.00	0.00	0.00
com.enrasoft.scratch.football.quiz	10	0.13	0.13	0.13	0.00	0.00	0.00	0.78	0.38	0.13	0.13	2.00	0.80	0.00	0.00	10	4	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.photographyapps.pencilsketchphoto	3	0.25	0.25	0.25	0.00	0.00	0.00	1.00	1.00	1.00	0.42	1.33	1.33	1.33	0.67	2	2	2	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.gandooz.dwyanewadewallpaper	13	0.06	0.06	0.06	0.00	0.00	0.00	0.46	0.21	0.06	0.21	1.38	8.62	0.00	1.23	9	56	0	8	0	0	0	0	0	0.00	0.00	0.00	0.00
com.lamhuynh.podcast.chars.ingraham	33	0.14	0.14	0.14	0.00	0.00	0.00	0.45	0.14	0.14	0.24	1.64	0.00	0.00	1.27	27	0	0	21	0	0	0	0	0	0.00	0.00	0.00	0.00
com.neverclame.dinosaurslidepuzzlews	7	0.11	0.11	0.11	0.00	0.00	0.00	0.32	0.18	0.32	0.32	1.71	0.29	1.71	1.71	6	1	6	6	0	0	0	0	0	0.00	0.00	0.00	0.00
com.jelly.bubble.pop	24	0.06	0.06	0.06	0.00	0.00	0.00	0.06	0.14	0.06	0.13	0.00	0.75	0.00	0.75	0	9	0	9	0	0	0	0	0	0.00	0.00	0.00	0.00
com.oohlala.mcgillabroad	5	0.25	0.25	0.25	0.00	0.00	0.00	0.80	0.55	0.55	0.25	3.60	1.20	1.20	0.00	9	3	3	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.jb.gokeyboard.theme.gotmeheartskeyboardtheme	25	0.09	0.09	0.09	0.00	0.00	0.00	0.47	0.09	0.09	0.09	3.60	0.00	0.00	0.00	45	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.mindgame.cute.babygirl.frock.designs	10	0.08	0.08	0.08	0.00	0.00	0.00	0.93	0.08	0.85	0.85	3.00	0.00	7.00	3.00	15	0	35	15	0	0	0	0	0	0.00	0.00	0.00	0.00
com.mobiletechno.yogasequence	3	0.25	0.25	0.25	0.00	0.00	0.00	1.00	0.25	0.42	0.42	1.33	0.00	0.67	0.67	2	0	1	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.pressmatrix.morawalesezirkel	19	0.07	0.07	0.07	0.00	0.00	0.00	0.63	0.07	0.07	0.18	2.53	0.00	0.00	0.32	24	0	0	3	0	0	0	0	0	0.00	0.00	0.00	0.00
com.wfindway	4	0.25	0.25	0.25	0.00	0.00	0.00	0.56	0.31	0.31	0.25	1.50	0.50	0.50	0.00	3	1	1	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.thevarmatrimony	100	0.03	0.03	0.03	0.00	0.00	0.00	0.53	0.03	0.03	0.20	3.52	0.00	0.00	1.68	176	0	0	84	0	0	0	0	0	0.00	0.00	0.00	0.00
