app	tool	common	only	last
eu.vranckaert.worktime	Gator&IC3@TP	Gator	0.47	0.07	0.47
eu.vranckaert.worktime	Gator&IC3@TP	IC3	0.47	0.17	0.37
eu.vranckaert.worktime	Gator&IC3@All	Gator	0.46	0.17	0.37
eu.vranckaert.worktime	Gator&IC3@All	IC3	0.46	0.37	0.17
eu.vranckaert.worktime	Gator&IC3dial@TP	Gator	0.00	0.53	0.47
eu.vranckaert.worktime	Gator&IC3dial@TP	IC3dial	0.00	0.00	1.00
eu.vranckaert.worktime	Gator&IC3dial@All	Gator	0.00	1.00	0.00
eu.vranckaert.worktime	Gator&IC3dial@All	IC3dial	0.00	0.00	1.00
eu.vranckaert.worktime	Gator&A3E@TP	Gator	0.32	0.22	0.47
eu.vranckaert.worktime	Gator&A3E@TP	A3E	0.32	0.15	0.53
eu.vranckaert.worktime	Gator&A3E@All	Gator	0.33	0.40	0.27
eu.vranckaert.worktime	Gator&A3E@All	A3E	0.33	0.27	0.40
eu.vranckaert.worktime	Gator&Story@TP	Gator	0.43	0.10	0.47
eu.vranckaert.worktime	Gator&Story@TP	Story	0.43	0.15	0.42
eu.vranckaert.worktime	Gator&Story@All	Gator	0.44	0.28	0.28
eu.vranckaert.worktime	Gator&Story@All	Story	0.44	0.28	0.28
eu.vranckaert.worktime	Gator&ICCBot@TP	Gator	0.53	0.00	0.47
eu.vranckaert.worktime	Gator&ICCBot@TP	ICCBot	0.53	0.17	0.30
eu.vranckaert.worktime	Gator&ICCBot@All	Gator	0.59	0.04	0.37
eu.vranckaert.worktime	Gator&ICCBot@All	ICCBot	0.59	0.37	0.04
eu.vranckaert.worktime	IC3&IC3dial@TP	IC3	0.00	0.63	0.37
eu.vranckaert.worktime	IC3&IC3dial@TP	IC3dial	0.00	0.00	1.00
eu.vranckaert.worktime	IC3&IC3dial@All	IC3	0.00	1.00	0.00
eu.vranckaert.worktime	IC3&IC3dial@All	IC3dial	0.00	0.00	1.00
eu.vranckaert.worktime	IC3&A3E@TP	IC3	0.47	0.17	0.37
eu.vranckaert.worktime	IC3&A3E@TP	A3E	0.47	0.00	0.53
eu.vranckaert.worktime	IC3&A3E@All	IC3	0.57	0.40	0.03
eu.vranckaert.worktime	IC3&A3E@All	A3E	0.57	0.03	0.40
eu.vranckaert.worktime	IC3&Story@TP	IC3	0.58	0.05	0.37
eu.vranckaert.worktime	IC3&Story@TP	Story	0.58	0.00	0.42
eu.vranckaert.worktime	IC3&Story@All	IC3	0.70	0.27	0.03
eu.vranckaert.worktime	IC3&Story@All	Story	0.70	0.03	0.27
eu.vranckaert.worktime	IC3&ICCBot@TP	IC3	0.63	0.00	0.37
eu.vranckaert.worktime	IC3&ICCBot@TP	ICCBot	0.63	0.07	0.30
eu.vranckaert.worktime	IC3&ICCBot@All	IC3	0.62	0.13	0.25
eu.vranckaert.worktime	IC3&ICCBot@All	ICCBot	0.62	0.25	0.13
eu.vranckaert.worktime	IC3dial&A3E@TP	IC3dial	0.00	0.00	1.00
eu.vranckaert.worktime	IC3dial&A3E@TP	A3E	0.00	0.47	0.53
eu.vranckaert.worktime	IC3dial&A3E@All	IC3dial	0.00	0.00	1.00
eu.vranckaert.worktime	IC3dial&A3E@All	A3E	0.00	1.00	0.00
eu.vranckaert.worktime	IC3dial&Story@TP	IC3dial	0.00	0.00	1.00
eu.vranckaert.worktime	IC3dial&Story@TP	Story	0.00	0.58	0.42
eu.vranckaert.worktime	IC3dial&Story@All	IC3dial	0.00	0.00	1.00
eu.vranckaert.worktime	IC3dial&Story@All	Story	0.00	1.00	0.00
eu.vranckaert.worktime	IC3dial&ICCBot@TP	IC3dial	0.00	0.00	1.00
eu.vranckaert.worktime	IC3dial&ICCBot@TP	ICCBot	0.00	0.70	0.30
eu.vranckaert.worktime	IC3dial&ICCBot@All	IC3dial	0.00	0.00	1.00
eu.vranckaert.worktime	IC3dial&ICCBot@All	ICCBot	0.00	1.00	0.00
eu.vranckaert.worktime	A3E&Story@TP	A3E	0.47	0.00	0.53
eu.vranckaert.worktime	A3E&Story@TP	Story	0.47	0.12	0.42
eu.vranckaert.worktime	A3E&Story@All	A3E	0.78	0.02	0.20
eu.vranckaert.worktime	A3E&Story@All	Story	0.78	0.20	0.02
eu.vranckaert.worktime	A3E&ICCBot@TP	A3E	0.47	0.00	0.53
eu.vranckaert.worktime	A3E&ICCBot@TP	ICCBot	0.47	0.23	0.30
eu.vranckaert.worktime	A3E&ICCBot@All	A3E	0.54	0.00	0.46
eu.vranckaert.worktime	A3E&ICCBot@All	ICCBot	0.54	0.46	0.00
eu.vranckaert.worktime	Story&ICCBot@TP	Story	0.58	0.00	0.42
eu.vranckaert.worktime	Story&ICCBot@TP	ICCBot	0.58	0.12	0.30
eu.vranckaert.worktime	Story&ICCBot@All	Story	0.66	0.00	0.34
eu.vranckaert.worktime	Story&ICCBot@All	ICCBot	0.66	0.34	0.00
me.blog.korn123.easydiary	Gator&IC3@TP	Gator	0.00	0.88	0.12
me.blog.korn123.easydiary	Gator&IC3@TP	IC3	0.00	0.00	1.00
me.blog.korn123.easydiary	Gator&IC3@All	Gator	0.00	1.00	0.00
me.blog.korn123.easydiary	Gator&IC3@All	IC3	0.00	0.00	1.00
me.blog.korn123.easydiary	Gator&IC3dial@TP	Gator	0.00	0.88	0.12
me.blog.korn123.easydiary	Gator&IC3dial@TP	IC3dial	0.00	0.00	1.00
me.blog.korn123.easydiary	Gator&IC3dial@All	Gator	0.00	1.00	0.00
me.blog.korn123.easydiary	Gator&IC3dial@All	IC3dial	0.00	0.00	1.00
me.blog.korn123.easydiary	Gator&A3E@TP	Gator	0.00	0.88	0.12
me.blog.korn123.easydiary	Gator&A3E@TP	A3E	0.00	0.00	1.00
me.blog.korn123.easydiary	Gator&A3E@All	Gator	0.00	1.00	0.00
me.blog.korn123.easydiary	Gator&A3E@All	A3E	0.00	0.00	1.00
me.blog.korn123.easydiary	Gator&Story@TP	Gator	0.08	0.80	0.12
me.blog.korn123.easydiary	Gator&Story@TP	Story	0.08	0.00	0.92
me.blog.korn123.easydiary	Gator&Story@All	Gator	0.01	0.99	0.01
me.blog.korn123.easydiary	Gator&Story@All	Story	0.01	0.01	0.99
me.blog.korn123.easydiary	Gator&ICCBot@TP	Gator	0.76	0.12	0.12
me.blog.korn123.easydiary	Gator&ICCBot@TP	ICCBot	0.76	0.08	0.16
me.blog.korn123.easydiary	Gator&ICCBot@All	Gator	0.20	0.75	0.04
me.blog.korn123.easydiary	Gator&ICCBot@All	ICCBot	0.20	0.04	0.75
me.blog.korn123.easydiary	IC3&IC3dial@TP	IC3	0.00	0.00	1.00
me.blog.korn123.easydiary	IC3&IC3dial@TP	IC3dial	0.00	0.00	1.00
me.blog.korn123.easydiary	IC3&IC3dial@All	IC3	div0	div0	div0
me.blog.korn123.easydiary	IC3&IC3dial@All	IC3dial	div0	div0	div0
me.blog.korn123.easydiary	IC3&A3E@TP	IC3	0.00	0.00	1.00
me.blog.korn123.easydiary	IC3&A3E@TP	A3E	0.00	0.00	1.00
me.blog.korn123.easydiary	IC3&A3E@All	IC3	div0	div0	div0
me.blog.korn123.easydiary	IC3&A3E@All	A3E	div0	div0	div0
me.blog.korn123.easydiary	IC3&Story@TP	IC3	0.00	0.00	1.00
me.blog.korn123.easydiary	IC3&Story@TP	Story	0.00	0.08	0.92
me.blog.korn123.easydiary	IC3&Story@All	IC3	0.00	0.00	1.00
me.blog.korn123.easydiary	IC3&Story@All	Story	0.00	1.00	0.00
me.blog.korn123.easydiary	IC3&ICCBot@TP	IC3	0.00	0.00	1.00
me.blog.korn123.easydiary	IC3&ICCBot@TP	ICCBot	0.00	0.84	0.16
me.blog.korn123.easydiary	IC3&ICCBot@All	IC3	0.00	0.00	1.00
me.blog.korn123.easydiary	IC3&ICCBot@All	ICCBot	0.00	1.00	0.00
me.blog.korn123.easydiary	IC3dial&A3E@TP	IC3dial	0.00	0.00	1.00
me.blog.korn123.easydiary	IC3dial&A3E@TP	A3E	0.00	0.00	1.00
me.blog.korn123.easydiary	IC3dial&A3E@All	IC3dial	div0	div0	div0
me.blog.korn123.easydiary	IC3dial&A3E@All	A3E	div0	div0	div0
me.blog.korn123.easydiary	IC3dial&Story@TP	IC3dial	0.00	0.00	1.00
me.blog.korn123.easydiary	IC3dial&Story@TP	Story	0.00	0.08	0.92
me.blog.korn123.easydiary	IC3dial&Story@All	IC3dial	0.00	0.00	1.00
me.blog.korn123.easydiary	IC3dial&Story@All	Story	0.00	1.00	0.00
me.blog.korn123.easydiary	IC3dial&ICCBot@TP	IC3dial	0.00	0.00	1.00
me.blog.korn123.easydiary	IC3dial&ICCBot@TP	ICCBot	0.00	0.84	0.16
me.blog.korn123.easydiary	IC3dial&ICCBot@All	IC3dial	0.00	0.00	1.00
me.blog.korn123.easydiary	IC3dial&ICCBot@All	ICCBot	0.00	1.00	0.00
me.blog.korn123.easydiary	A3E&Story@TP	A3E	0.00	0.00	1.00
me.blog.korn123.easydiary	A3E&Story@TP	Story	0.00	0.08	0.92
me.blog.korn123.easydiary	A3E&Story@All	A3E	0.00	0.00	1.00
me.blog.korn123.easydiary	A3E&Story@All	Story	0.00	1.00	0.00
me.blog.korn123.easydiary	A3E&ICCBot@TP	A3E	0.00	0.00	1.00
me.blog.korn123.easydiary	A3E&ICCBot@TP	ICCBot	0.00	0.84	0.16
me.blog.korn123.easydiary	A3E&ICCBot@All	A3E	0.00	0.00	1.00
me.blog.korn123.easydiary	A3E&ICCBot@All	ICCBot	0.00	1.00	0.00
me.blog.korn123.easydiary	Story&ICCBot@TP	Story	0.08	0.00	0.92
me.blog.korn123.easydiary	Story&ICCBot@TP	ICCBot	0.08	0.76	0.16
me.blog.korn123.easydiary	Story&ICCBot@All	Story	0.05	0.00	0.95
me.blog.korn123.easydiary	Story&ICCBot@All	ICCBot	0.05	0.95	0.00
iNaturalist	Gator&IC3@TP	Gator	0.00	0.43	0.57
iNaturalist	Gator&IC3@TP	IC3	0.00	0.00	1.00
iNaturalist	Gator&IC3@All	Gator	0.00	1.00	0.00
iNaturalist	Gator&IC3@All	IC3	0.00	0.00	1.00
iNaturalist	Gator&IC3dial@TP	Gator	0.00	0.43	0.57
iNaturalist	Gator&IC3dial@TP	IC3dial	0.00	0.00	1.00
iNaturalist	Gator&IC3dial@All	Gator	0.00	1.00	0.00
iNaturalist	Gator&IC3dial@All	IC3dial	0.00	0.00	1.00
iNaturalist	Gator&A3E@TP	Gator	0.02	0.41	0.57
iNaturalist	Gator&A3E@TP	A3E	0.02	0.00	0.98
iNaturalist	Gator&A3E@All	Gator	0.01	0.99	0.00
iNaturalist	Gator&A3E@All	A3E	0.01	0.00	0.99
iNaturalist	Gator&Story@TP	Gator	0.02	0.41	0.57
iNaturalist	Gator&Story@TP	Story	0.02	0.01	0.97
iNaturalist	Gator&Story@All	Gator	0.01	0.99	0.00
iNaturalist	Gator&Story@All	Story	0.01	0.00	0.99
iNaturalist	Gator&ICCBot@TP	Gator	0.42	0.01	0.57
iNaturalist	Gator&ICCBot@TP	ICCBot	0.42	0.56	0.03
iNaturalist	Gator&ICCBot@All	Gator	0.19	0.51	0.30
iNaturalist	Gator&ICCBot@All	ICCBot	0.19	0.30	0.51
iNaturalist	IC3&IC3dial@TP	IC3	0.00	0.00	1.00
iNaturalist	IC3&IC3dial@TP	IC3dial	0.00	0.00	1.00
iNaturalist	IC3&IC3dial@All	IC3	div0	div0	div0
iNaturalist	IC3&IC3dial@All	IC3dial	div0	div0	div0
iNaturalist	IC3&A3E@TP	IC3	0.00	0.00	1.00
iNaturalist	IC3&A3E@TP	A3E	0.00	0.02	0.98
iNaturalist	IC3&A3E@All	IC3	0.00	0.00	1.00
iNaturalist	IC3&A3E@All	A3E	0.00	1.00	0.00
iNaturalist	IC3&Story@TP	IC3	0.00	0.00	1.00
iNaturalist	IC3&Story@TP	Story	0.00	0.03	0.97
iNaturalist	IC3&Story@All	IC3	0.00	0.00	1.00
iNaturalist	IC3&Story@All	Story	0.00	1.00	0.00
iNaturalist	IC3&ICCBot@TP	IC3	0.00	0.00	1.00
iNaturalist	IC3&ICCBot@TP	ICCBot	0.00	0.97	0.03
iNaturalist	IC3&ICCBot@All	IC3	0.00	0.00	1.00
iNaturalist	IC3&ICCBot@All	ICCBot	0.00	1.00	0.00
iNaturalist	IC3dial&A3E@TP	IC3dial	0.00	0.00	1.00
iNaturalist	IC3dial&A3E@TP	A3E	0.00	0.02	0.98
iNaturalist	IC3dial&A3E@All	IC3dial	0.00	0.00	1.00
iNaturalist	IC3dial&A3E@All	A3E	0.00	1.00	0.00
iNaturalist	IC3dial&Story@TP	IC3dial	0.00	0.00	1.00
iNaturalist	IC3dial&Story@TP	Story	0.00	0.03	0.97
iNaturalist	IC3dial&Story@All	IC3dial	0.00	0.00	1.00
iNaturalist	IC3dial&Story@All	Story	0.00	1.00	0.00
iNaturalist	IC3dial&ICCBot@TP	IC3dial	0.00	0.00	1.00
iNaturalist	IC3dial&ICCBot@TP	ICCBot	0.00	0.97	0.03
iNaturalist	IC3dial&ICCBot@All	IC3dial	0.00	0.00	1.00
iNaturalist	IC3dial&ICCBot@All	ICCBot	0.00	1.00	0.00
iNaturalist	A3E&Story@TP	A3E	0.02	0.00	0.98
iNaturalist	A3E&Story@TP	Story	0.02	0.01	0.97
iNaturalist	A3E&Story@All	A3E	0.40	0.40	0.20
iNaturalist	A3E&Story@All	Story	0.40	0.20	0.40
iNaturalist	A3E&ICCBot@TP	A3E	0.02	0.00	0.98
iNaturalist	A3E&ICCBot@TP	ICCBot	0.02	0.95	0.03
iNaturalist	A3E&ICCBot@All	A3E	0.02	0.00	0.98
iNaturalist	A3E&ICCBot@All	ICCBot	0.02	0.98	0.00
iNaturalist	Story&ICCBot@TP	Story	0.03	0.00	0.97
iNaturalist	Story&ICCBot@TP	ICCBot	0.03	0.94	0.03
iNaturalist	Story&ICCBot@All	Story	0.01	0.00	0.99
iNaturalist	Story&ICCBot@All	ICCBot	0.01	0.99	0.00
K9Mail	Gator&IC3@TP	Gator	0.33	0.09	0.59
K9Mail	Gator&IC3@TP	IC3	0.33	0.24	0.43
K9Mail	Gator&IC3@All	Gator	0.34	0.13	0.53
K9Mail	Gator&IC3@All	IC3	0.34	0.53	0.13
K9Mail	Gator&IC3dial@TP	Gator	0.00	0.41	0.59
K9Mail	Gator&IC3dial@TP	IC3dial	0.00	0.00	1.00
K9Mail	Gator&IC3dial@All	Gator	0.00	1.00	0.00
K9Mail	Gator&IC3dial@All	IC3dial	0.00	0.00	1.00
K9Mail	Gator&A3E@TP	Gator	0.02	0.39	0.59
K9Mail	Gator&A3E@TP	A3E	0.02	0.11	0.87
K9Mail	Gator&A3E@All	Gator	0.04	0.56	0.40
K9Mail	Gator&A3E@All	A3E	0.04	0.40	0.56
K9Mail	Gator&Story@TP	Gator	0.02	0.39	0.59
K9Mail	Gator&Story@TP	Story	0.02	0.07	0.91
K9Mail	Gator&Story@All	Gator	0.06	0.60	0.34
K9Mail	Gator&Story@All	Story	0.06	0.34	0.60
K9Mail	Gator&ICCBot@TP	Gator	0.41	0.00	0.59
K9Mail	Gator&ICCBot@TP	ICCBot	0.41	0.59	0.00
K9Mail	Gator&ICCBot@All	Gator	0.24	0.02	0.74
K9Mail	Gator&ICCBot@All	ICCBot	0.24	0.74	0.02
K9Mail	IC3&IC3dial@TP	IC3	0.00	0.57	0.43
K9Mail	IC3&IC3dial@TP	IC3dial	0.00	0.00	1.00
K9Mail	IC3&IC3dial@All	IC3	0.00	1.00	0.00
K9Mail	IC3&IC3dial@All	IC3dial	0.00	0.00	1.00
K9Mail	IC3&A3E@TP	IC3	0.09	0.48	0.43
K9Mail	IC3&A3E@TP	A3E	0.09	0.04	0.87
K9Mail	IC3&A3E@All	IC3	0.06	0.70	0.24
K9Mail	IC3&A3E@All	A3E	0.06	0.24	0.70
K9Mail	IC3&Story@TP	IC3	0.09	0.48	0.43
K9Mail	IC3&Story@TP	Story	0.09	0.00	0.91
K9Mail	IC3&Story@All	IC3	0.07	0.74	0.20
K9Mail	IC3&Story@All	Story	0.07	0.20	0.74
K9Mail	IC3&ICCBot@TP	IC3	0.57	0.00	0.43
K9Mail	IC3&ICCBot@TP	ICCBot	0.57	0.43	0.00
K9Mail	IC3&ICCBot@All	IC3	0.35	0.09	0.56
K9Mail	IC3&ICCBot@All	ICCBot	0.35	0.56	0.09
K9Mail	IC3dial&A3E@TP	IC3dial	0.00	0.00	1.00
K9Mail	IC3dial&A3E@TP	A3E	0.00	0.13	0.87
K9Mail	IC3dial&A3E@All	IC3dial	0.00	0.00	1.00
K9Mail	IC3dial&A3E@All	A3E	0.00	1.00	0.00
K9Mail	IC3dial&Story@TP	IC3dial	0.00	0.00	1.00
K9Mail	IC3dial&Story@TP	Story	0.00	0.09	0.91
K9Mail	IC3dial&Story@All	IC3dial	0.00	0.00	1.00
K9Mail	IC3dial&Story@All	Story	0.00	1.00	0.00
K9Mail	IC3dial&ICCBot@TP	IC3dial	0.00	0.00	1.00
K9Mail	IC3dial&ICCBot@TP	ICCBot	0.00	1.00	0.00
K9Mail	IC3dial&ICCBot@All	IC3dial	0.00	0.00	1.00
K9Mail	IC3dial&ICCBot@All	ICCBot	0.00	1.00	0.00
K9Mail	A3E&Story@TP	A3E	0.09	0.04	0.87
K9Mail	A3E&Story@TP	Story	0.09	0.00	0.91
K9Mail	A3E&Story@All	A3E	0.47	0.33	0.20
K9Mail	A3E&Story@All	Story	0.47	0.20	0.33
K9Mail	A3E&ICCBot@TP	A3E	0.13	0.00	0.87
K9Mail	A3E&ICCBot@TP	ICCBot	0.13	0.87	0.00
K9Mail	A3E&ICCBot@All	A3E	0.19	0.00	0.81
K9Mail	A3E&ICCBot@All	ICCBot	0.19	0.81	0.00
K9Mail	Story&ICCBot@TP	Story	0.09	0.00	0.91
K9Mail	Story&ICCBot@TP	ICCBot	0.09	0.91	0.00
K9Mail	Story&ICCBot@All	Story	0.16	0.00	0.84
K9Mail	Story&ICCBot@All	ICCBot	0.16	0.84	0.00
org.smssecure.smssecure	Gator&IC3@TP	Gator	0.00	0.35	0.65
org.smssecure.smssecure	Gator&IC3@TP	IC3	0.00	0.00	1.00
org.smssecure.smssecure	Gator&IC3@All	Gator	0.00	1.00	0.00
org.smssecure.smssecure	Gator&IC3@All	IC3	0.00	0.00	1.00
org.smssecure.smssecure	Gator&IC3dial@TP	Gator	0.00	0.35	0.65
org.smssecure.smssecure	Gator&IC3dial@TP	IC3dial	0.00	0.00	1.00
org.smssecure.smssecure	Gator&IC3dial@All	Gator	0.00	1.00	0.00
org.smssecure.smssecure	Gator&IC3dial@All	IC3dial	0.00	0.00	1.00
org.smssecure.smssecure	Gator&A3E@TP	Gator	0.13	0.22	0.65
org.smssecure.smssecure	Gator&A3E@TP	A3E	0.13	0.09	0.78
org.smssecure.smssecure	Gator&A3E@All	Gator	0.02	0.95	0.03
org.smssecure.smssecure	Gator&A3E@All	A3E	0.02	0.03	0.95
org.smssecure.smssecure	Gator&Story@TP	Gator	0.24	0.11	0.65
org.smssecure.smssecure	Gator&Story@TP	Story	0.24	0.22	0.54
org.smssecure.smssecure	Gator&Story@All	Gator	0.03	0.92	0.04
org.smssecure.smssecure	Gator&Story@All	Story	0.03	0.04	0.92
org.smssecure.smssecure	Gator&ICCBot@TP	Gator	0.30	0.04	0.65
org.smssecure.smssecure	Gator&ICCBot@TP	ICCBot	0.30	0.50	0.20
org.smssecure.smssecure	Gator&ICCBot@All	Gator	0.05	0.65	0.30
org.smssecure.smssecure	Gator&ICCBot@All	ICCBot	0.05	0.30	0.65
org.smssecure.smssecure	IC3&IC3dial@TP	IC3	0.00	0.00	1.00
org.smssecure.smssecure	IC3&IC3dial@TP	IC3dial	0.00	0.00	1.00
org.smssecure.smssecure	IC3&IC3dial@All	IC3	div0	div0	div0
org.smssecure.smssecure	IC3&IC3dial@All	IC3dial	div0	div0	div0
org.smssecure.smssecure	IC3&A3E@TP	IC3	0.00	0.00	1.00
org.smssecure.smssecure	IC3&A3E@TP	A3E	0.00	0.22	0.78
org.smssecure.smssecure	IC3&A3E@All	IC3	0.00	0.00	1.00
org.smssecure.smssecure	IC3&A3E@All	A3E	0.00	1.00	0.00
org.smssecure.smssecure	IC3&Story@TP	IC3	0.00	0.00	1.00
org.smssecure.smssecure	IC3&Story@TP	Story	0.00	0.46	0.54
org.smssecure.smssecure	IC3&Story@All	IC3	0.00	0.00	1.00
org.smssecure.smssecure	IC3&Story@All	Story	0.00	1.00	0.00
org.smssecure.smssecure	IC3&ICCBot@TP	IC3	0.00	0.00	1.00
org.smssecure.smssecure	IC3&ICCBot@TP	ICCBot	0.00	0.80	0.20
org.smssecure.smssecure	IC3&ICCBot@All	IC3	0.00	0.00	1.00
org.smssecure.smssecure	IC3&ICCBot@All	ICCBot	0.00	1.00	0.00
org.smssecure.smssecure	IC3dial&A3E@TP	IC3dial	0.00	0.00	1.00
org.smssecure.smssecure	IC3dial&A3E@TP	A3E	0.00	0.22	0.78
org.smssecure.smssecure	IC3dial&A3E@All	IC3dial	0.00	0.00	1.00
org.smssecure.smssecure	IC3dial&A3E@All	A3E	0.00	1.00	0.00
org.smssecure.smssecure	IC3dial&Story@TP	IC3dial	0.00	0.00	1.00
org.smssecure.smssecure	IC3dial&Story@TP	Story	0.00	0.46	0.54
org.smssecure.smssecure	IC3dial&Story@All	IC3dial	0.00	0.00	1.00
org.smssecure.smssecure	IC3dial&Story@All	Story	0.00	1.00	0.00
org.smssecure.smssecure	IC3dial&ICCBot@TP	IC3dial	0.00	0.00	1.00
org.smssecure.smssecure	IC3dial&ICCBot@TP	ICCBot	0.00	0.80	0.20
org.smssecure.smssecure	IC3dial&ICCBot@All	IC3dial	0.00	0.00	1.00
org.smssecure.smssecure	IC3dial&ICCBot@All	ICCBot	0.00	1.00	0.00
org.smssecure.smssecure	A3E&Story@TP	A3E	0.11	0.11	0.78
org.smssecure.smssecure	A3E&Story@TP	Story	0.11	0.35	0.54
org.smssecure.smssecure	A3E&Story@All	A3E	0.21	0.26	0.53
org.smssecure.smssecure	A3E&Story@All	Story	0.21	0.53	0.26
org.smssecure.smssecure	A3E&ICCBot@TP	A3E	0.22	0.00	0.78
org.smssecure.smssecure	A3E&ICCBot@TP	ICCBot	0.22	0.59	0.20
org.smssecure.smssecure	A3E&ICCBot@All	A3E	0.11	0.00	0.89
org.smssecure.smssecure	A3E&ICCBot@All	ICCBot	0.11	0.89	0.00
org.smssecure.smssecure	Story&ICCBot@TP	Story	0.43	0.02	0.54
org.smssecure.smssecure	Story&ICCBot@TP	ICCBot	0.43	0.37	0.20
org.smssecure.smssecure	Story&ICCBot@All	Story	0.15	0.01	0.84
org.smssecure.smssecure	Story&ICCBot@All	ICCBot	0.15	0.84	0.01
pt.joaomneto.titancompanion	Gator&IC3@TP	Gator	0.17	0.50	0.33
pt.joaomneto.titancompanion	Gator&IC3@TP	IC3	0.17	0.00	0.83
pt.joaomneto.titancompanion	Gator&IC3@All	Gator	0.14	0.43	0.43
pt.joaomneto.titancompanion	Gator&IC3@All	IC3	0.14	0.43	0.43
pt.joaomneto.titancompanion	Gator&IC3dial@TP	Gator	0.00	0.67	0.33
pt.joaomneto.titancompanion	Gator&IC3dial@TP	IC3dial	0.00	0.00	1.00
pt.joaomneto.titancompanion	Gator&IC3dial@All	Gator	0.00	1.00	0.00
pt.joaomneto.titancompanion	Gator&IC3dial@All	IC3dial	0.00	0.00	1.00
pt.joaomneto.titancompanion	Gator&A3E@TP	Gator	0.17	0.50	0.33
pt.joaomneto.titancompanion	Gator&A3E@TP	A3E	0.17	0.33	0.50
pt.joaomneto.titancompanion	Gator&A3E@All	Gator	0.17	0.50	0.33
pt.joaomneto.titancompanion	Gator&A3E@All	A3E	0.17	0.33	0.50
pt.joaomneto.titancompanion	Gator&Story@TP	Gator	0.67	0.00	0.33
pt.joaomneto.titancompanion	Gator&Story@TP	Story	0.67	0.33	0.00
pt.joaomneto.titancompanion	Gator&Story@All	Gator	0.67	0.00	0.33
pt.joaomneto.titancompanion	Gator&Story@All	Story	0.67	0.33	0.00
pt.joaomneto.titancompanion	Gator&ICCBot@TP	Gator	0.50	0.17	0.33
pt.joaomneto.titancompanion	Gator&ICCBot@TP	ICCBot	0.50	0.33	0.17
pt.joaomneto.titancompanion	Gator&ICCBot@All	Gator	0.50	0.17	0.33
pt.joaomneto.titancompanion	Gator&ICCBot@All	ICCBot	0.50	0.33	0.17
pt.joaomneto.titancompanion	IC3&IC3dial@TP	IC3	0.00	0.17	0.83
pt.joaomneto.titancompanion	IC3&IC3dial@TP	IC3dial	0.00	0.00	1.00
pt.joaomneto.titancompanion	IC3&IC3dial@All	IC3	0.00	1.00	0.00
pt.joaomneto.titancompanion	IC3&IC3dial@All	IC3dial	0.00	0.00	1.00
pt.joaomneto.titancompanion	IC3&A3E@TP	IC3	0.17	0.00	0.83
pt.joaomneto.titancompanion	IC3&A3E@TP	A3E	0.17	0.33	0.50
pt.joaomneto.titancompanion	IC3&A3E@All	IC3	0.17	0.50	0.33
pt.joaomneto.titancompanion	IC3&A3E@All	A3E	0.17	0.33	0.50
pt.joaomneto.titancompanion	IC3&Story@TP	IC3	0.17	0.00	0.83
pt.joaomneto.titancompanion	IC3&Story@TP	Story	0.17	0.83	0.00
pt.joaomneto.titancompanion	IC3&Story@All	IC3	0.11	0.33	0.56
pt.joaomneto.titancompanion	IC3&Story@All	Story	0.11	0.56	0.33
pt.joaomneto.titancompanion	IC3&ICCBot@TP	IC3	0.00	0.17	0.83
pt.joaomneto.titancompanion	IC3&ICCBot@TP	ICCBot	0.00	0.83	0.17
pt.joaomneto.titancompanion	IC3&ICCBot@All	IC3	0.00	0.44	0.56
pt.joaomneto.titancompanion	IC3&ICCBot@All	ICCBot	0.00	0.56	0.44
pt.joaomneto.titancompanion	IC3dial&A3E@TP	IC3dial	0.00	0.00	1.00
pt.joaomneto.titancompanion	IC3dial&A3E@TP	A3E	0.00	0.50	0.50
pt.joaomneto.titancompanion	IC3dial&A3E@All	IC3dial	0.00	0.00	1.00
pt.joaomneto.titancompanion	IC3dial&A3E@All	A3E	0.00	1.00	0.00
pt.joaomneto.titancompanion	IC3dial&Story@TP	IC3dial	0.00	0.00	1.00
pt.joaomneto.titancompanion	IC3dial&Story@TP	Story	0.00	1.00	0.00
pt.joaomneto.titancompanion	IC3dial&Story@All	IC3dial	0.00	0.00	1.00
pt.joaomneto.titancompanion	IC3dial&Story@All	Story	0.00	1.00	0.00
pt.joaomneto.titancompanion	IC3dial&ICCBot@TP	IC3dial	0.00	0.00	1.00
pt.joaomneto.titancompanion	IC3dial&ICCBot@TP	ICCBot	0.00	0.83	0.17
pt.joaomneto.titancompanion	IC3dial&ICCBot@All	IC3dial	0.00	0.00	1.00
pt.joaomneto.titancompanion	IC3dial&ICCBot@All	ICCBot	0.00	1.00	0.00
pt.joaomneto.titancompanion	A3E&Story@TP	A3E	0.50	0.00	0.50
pt.joaomneto.titancompanion	A3E&Story@TP	Story	0.50	0.50	0.00
pt.joaomneto.titancompanion	A3E&Story@All	A3E	0.50	0.00	0.50
pt.joaomneto.titancompanion	A3E&Story@All	Story	0.50	0.50	0.00
pt.joaomneto.titancompanion	A3E&ICCBot@TP	A3E	0.33	0.17	0.50
pt.joaomneto.titancompanion	A3E&ICCBot@TP	ICCBot	0.33	0.50	0.17
pt.joaomneto.titancompanion	A3E&ICCBot@All	A3E	0.33	0.17	0.50
pt.joaomneto.titancompanion	A3E&ICCBot@All	ICCBot	0.33	0.50	0.17
pt.joaomneto.titancompanion	Story&ICCBot@TP	Story	0.83	0.17	0.00
pt.joaomneto.titancompanion	Story&ICCBot@TP	ICCBot	0.83	0.00	0.17
